user_id,app_name,screen_time_min,category,date,age,gender,source,birim_katsayı,Toplam_GB_Harcama,su_katsayi,Toplam_Su_Harcama_Litre
1013,snapchat,0.64,Social,2024-01-02,,,screen_time_app_usage,0.6,0.0064,0.037,0.0002368
1035,snapchat,10.6,Social,2024-01-02,,,screen_time_app_usage,0.6,0.106,0.037,0.003921999999999999
1062,facebook,43.85,Social,2024-01-02,,,screen_time_app_usage,0.3,0.21925,0.222,0.0486735
1019,netflix,32.99,Entertainment,2024-01-02,,,screen_time_app_usage,3.0,1.6495,0.011,0.018144499999999997
1099,netflix,12.09,Entertainment,2024-01-02,,,screen_time_app_usage,3.0,0.6044999999999999,0.011,0.006649499999999999
1086,snapchat,21.21,Social,2024-01-02,,,screen_time_app_usage,0.6,0.2121,0.037,0.0078477
1058,twitter,8.03,Social,2024-01-02,,,screen_time_app_usage,0.2,0.026766666666666664,0.066,0.0017666
1030,snapchat,17.89,Social,2024-01-02,,,screen_time_app_usage,0.6,0.1789,0.037,0.0066193
1050,facebook,8.14,Social,2024-01-03,,,screen_time_app_usage,0.3,0.0407,0.222,0.0090354
1001,whatsapp,36.72,Social,2024-01-03,,,screen_time_app_usage,0.18,0.11016,0.222,0.024455519999999998
1039,whatsapp,8.91,Social,2024-01-03,,,screen_time_app_usage,0.18,0.026729999999999997,0.222,0.00593406
1001,whatsapp,3.9,Social,2024-01-03,,,screen_time_app_usage,0.18,0.011699999999999999,0.222,0.0025973999999999997
1076,instagram,18.99,Social,2024-01-03,,,screen_time_app_usage,0.72,0.22787999999999997,0.222,0.05058935999999999
1037,whatsapp,41.27,Social,2024-01-03,,,screen_time_app_usage,0.18,0.12381,0.222,0.02748582
1069,whatsapp,39.72,Social,2024-01-03,,,screen_time_app_usage,0.18,0.11915999999999999,0.222,0.026453519999999998
1032,instagram,2.6,Social,2024-01-03,,,screen_time_app_usage,0.72,0.0312,0.222,0.0069264
1085,tiktok,7.01,Entertainment,2024-01-03,,,screen_time_app_usage,1.28,0.14954666666666666,0.09,0.0134592
1049,tiktok,9.84,Entertainment,2024-01-03,,,screen_time_app_usage,1.28,0.20992,0.09,0.018892799999999998
1004,snapchat,53.19,Social,2024-01-03,,,screen_time_app_usage,0.6,0.5318999999999999,0.037,0.019680299999999998
1016,netflix,34.43,Entertainment,2024-01-03,,,screen_time_app_usage,3.0,1.7214999999999998,0.011,0.0189365
1046,facebook,1.81,Social,2024-01-03,,,screen_time_app_usage,0.3,0.00905,0.222,0.0020091
1086,whatsapp,5.5,Social,2024-01-03,,,screen_time_app_usage,0.18,0.0165,0.222,0.003663
1096,instagram,49.78,Social,2024-01-03,,,screen_time_app_usage,0.72,0.59736,0.222,0.13261392
1044,twitter,29.9,Social,2024-01-03,,,screen_time_app_usage,0.2,0.09966666666666667,0.066,0.0065780000000000005
1055,twitter,102.75,Social,2024-01-04,,,screen_time_app_usage,0.2,0.3425,0.066,0.022605000000000004
1001,snapchat,13.49,Social,2024-01-04,,,screen_time_app_usage,0.6,0.1349,0.037,0.0049913
1079,snapchat,17.06,Social,2024-01-04,,,screen_time_app_usage,0.6,0.17059999999999997,0.037,0.006312199999999999
1071,tiktok,33.67,Entertainment,2024-01-04,,,screen_time_app_usage,1.28,0.7182933333333333,0.09,0.06464639999999999
1022,snapchat,16.11,Social,2024-01-04,,,screen_time_app_usage,0.6,0.16109999999999997,0.037,0.0059606999999999985
1020,youtube,37.65,Entertainment,2024-01-04,,,screen_time_app_usage,3.0,1.8824999999999998,0.066,0.124245
1077,facebook,25.82,Social,2024-01-04,,,screen_time_app_usage,0.3,0.1291,0.222,0.0286602
1091,facebook,47.31,Social,2024-01-04,,,screen_time_app_usage,0.3,0.23654999999999998,0.222,0.052514099999999994
1067,youtube,40.04,Entertainment,2024-01-05,,,screen_time_app_usage,3.0,2.0020000000000002,0.066,0.13213200000000003
1005,whatsapp,19.98,Social,2024-01-05,,,screen_time_app_usage,0.18,0.05994,0.222,0.01330668
1037,netflix,36.94,Entertainment,2024-01-05,,,screen_time_app_usage,3.0,1.847,0.011,0.020316999999999998
1029,netflix,24.13,Entertainment,2024-01-05,,,screen_time_app_usage,3.0,1.2065,0.011,0.013271499999999999
1098,whatsapp,36.46,Social,2024-01-05,,,screen_time_app_usage,0.18,0.10938,0.222,0.024282360000000003
1073,facebook,11.81,Social,2024-01-05,,,screen_time_app_usage,0.3,0.059050000000000005,0.222,0.013109100000000002
1000,whatsapp,90.65,Social,2024-01-05,,,screen_time_app_usage,0.18,0.27195,0.222,0.06037290000000001
1045,facebook,12.73,Social,2024-01-05,,,screen_time_app_usage,0.3,0.06365,0.222,0.0141303
1079,netflix,19.16,Entertainment,2024-01-05,,,screen_time_app_usage,3.0,0.9580000000000001,0.011,0.010538
1023,youtube,23.92,Entertainment,2024-01-05,,,screen_time_app_usage,3.0,1.1960000000000002,0.066,0.07893600000000002
1018,tiktok,98.93,Entertainment,2024-01-05,,,screen_time_app_usage,1.28,2.1105066666666668,0.09,0.1899456
1079,twitter,61.78,Social,2024-01-06,,,screen_time_app_usage,0.2,0.20593333333333336,0.066,0.013591600000000002
1042,netflix,10.34,Entertainment,2024-01-06,,,screen_time_app_usage,3.0,0.517,0.011,0.005687
1009,facebook,168.18,Social,2024-01-06,,,screen_time_app_usage,0.3,0.8409,0.222,0.1866798
1021,facebook,12.26,Social,2024-01-06,,,screen_time_app_usage,0.3,0.0613,0.222,0.0136086
1060,snapchat,41.16,Social,2024-01-06,,,screen_time_app_usage,0.6,0.41159999999999997,0.037,0.015229199999999998
1039,whatsapp,9.11,Social,2024-01-06,,,screen_time_app_usage,0.18,0.02733,0.222,0.0060672600000000005
1097,snapchat,60.32,Social,2024-01-06,,,screen_time_app_usage,0.6,0.6032,0.037,0.0223184
1094,snapchat,18.48,Social,2024-01-06,,,screen_time_app_usage,0.6,0.1848,0.037,0.006837599999999999
1067,whatsapp,102.61,Social,2024-01-06,,,screen_time_app_usage,0.18,0.30783,0.222,0.06833826
1006,whatsapp,11.89,Social,2024-01-06,,,screen_time_app_usage,0.18,0.03567,0.222,0.00791874
1094,instagram,20.68,Social,2024-01-06,,,screen_time_app_usage,0.72,0.24816,0.222,0.05509152
1015,netflix,11.26,Entertainment,2024-01-06,,,screen_time_app_usage,3.0,0.5630000000000001,0.011,0.006193000000000001
1027,netflix,140.76,Entertainment,2024-01-06,,,screen_time_app_usage,3.0,7.037999999999999,0.011,0.07741799999999999
1009,twitter,37.12,Social,2024-01-06,,,screen_time_app_usage,0.2,0.12373333333333332,0.066,0.008166399999999999
1005,instagram,23.57,Social,2024-01-06,,,screen_time_app_usage,0.72,0.28284,0.222,0.06279048
1000,whatsapp,1.76,Social,2024-01-06,,,screen_time_app_usage,0.18,0.005279999999999999,0.222,0.0011721599999999998
1038,youtube,104.09,Entertainment,2024-01-07,,,screen_time_app_usage,3.0,5.2044999999999995,0.066,0.343497
1067,whatsapp,115.62,Social,2024-01-07,,,screen_time_app_usage,0.18,0.34686,0.222,0.07700292
1046,facebook,13.48,Social,2024-01-07,,,screen_time_app_usage,0.3,0.06739999999999999,0.222,0.014962799999999998
1061,whatsapp,64.9,Social,2024-01-07,,,screen_time_app_usage,0.18,0.1947,0.222,0.0432234
1035,instagram,29.11,Social,2024-01-07,,,screen_time_app_usage,0.72,0.34931999999999996,0.222,0.07754904
1021,twitter,40.08,Social,2024-01-07,,,screen_time_app_usage,0.2,0.1336,0.066,0.0088176
1009,snapchat,3.75,Social,2024-01-07,,,screen_time_app_usage,0.6,0.0375,0.037,0.0013874999999999998
1022,twitter,36.58,Social,2024-01-07,,,screen_time_app_usage,0.2,0.12193333333333332,0.066,0.0080476
1080,twitter,18.63,Social,2024-01-08,,,screen_time_app_usage,0.2,0.0621,0.066,0.0040986
1073,snapchat,46.14,Social,2024-01-08,,,screen_time_app_usage,0.6,0.46140000000000003,0.037,0.0170718
1075,twitter,35.75,Social,2024-01-08,,,screen_time_app_usage,0.2,0.11916666666666667,0.066,0.007865
1100,whatsapp,88.65,Social,2024-01-08,,,screen_time_app_usage,0.18,0.26595,0.222,0.05904090000000001
1064,netflix,6.53,Entertainment,2024-01-08,,,screen_time_app_usage,3.0,0.3265,0.011,0.0035915
1088,snapchat,65.85,Social,2024-01-08,,,screen_time_app_usage,0.6,0.6585,0.037,0.024364499999999997
1036,whatsapp,20.34,Social,2024-01-08,,,screen_time_app_usage,0.18,0.06102,0.222,0.01354644
1021,snapchat,10.58,Social,2024-01-08,,,screen_time_app_usage,0.6,0.10579999999999999,0.037,0.0039146
1081,facebook,21.22,Social,2024-01-08,,,screen_time_app_usage,0.3,0.1061,0.222,0.0235542
1059,facebook,11.35,Social,2024-01-08,,,screen_time_app_usage,0.3,0.056749999999999995,0.222,0.012598499999999999
1015,youtube,71.7,Entertainment,2024-01-08,,,screen_time_app_usage,3.0,3.5850000000000004,0.066,0.23661000000000004
1076,youtube,0.64,Entertainment,2024-01-08,,,screen_time_app_usage,3.0,0.032,0.066,0.002112
1078,instagram,24.1,Social,2024-01-09,,,screen_time_app_usage,0.72,0.2892,0.222,0.0642024
1012,snapchat,37.59,Social,2024-01-09,,,screen_time_app_usage,0.6,0.3759,0.037,0.0139083
1079,netflix,3.23,Entertainment,2024-01-09,,,screen_time_app_usage,3.0,0.1615,0.011,0.0017764999999999999
1014,instagram,5.92,Social,2024-01-09,,,screen_time_app_usage,0.72,0.07103999999999999,0.222,0.015770879999999998
1015,facebook,8.31,Social,2024-01-09,,,screen_time_app_usage,0.3,0.04155,0.222,0.009224099999999999
1022,instagram,16.68,Social,2024-01-09,,,screen_time_app_usage,0.72,0.20015999999999998,0.222,0.04443551999999999
1060,tiktok,1.11,Entertainment,2024-01-09,,,screen_time_app_usage,1.28,0.02368,0.09,0.0021311999999999998
1086,instagram,15.6,Social,2024-01-09,,,screen_time_app_usage,0.72,0.18719999999999998,0.222,0.041558399999999995
1042,instagram,29.46,Social,2024-01-09,,,screen_time_app_usage,0.72,0.35351999999999995,0.222,0.07848143999999999
1066,twitter,6.08,Social,2024-01-09,,,screen_time_app_usage,0.2,0.02026666666666667,0.066,0.0013376000000000002
1015,twitter,63.15,Social,2024-01-09,,,screen_time_app_usage,0.2,0.21050000000000002,0.066,0.013893000000000003
1011,whatsapp,38.14,Social,2024-01-09,,,screen_time_app_usage,0.18,0.11442,0.222,0.02540124
1055,youtube,12.8,Entertainment,2024-01-09,,,screen_time_app_usage,3.0,0.6400000000000001,0.066,0.042240000000000014
1068,youtube,14.13,Entertainment,2024-01-09,,,screen_time_app_usage,3.0,0.7065,0.066,0.046629000000000004
1078,twitter,88.39,Social,2024-01-10,,,screen_time_app_usage,0.2,0.29463333333333336,0.066,0.019445800000000003
1034,netflix,8.26,Entertainment,2024-01-10,,,screen_time_app_usage,3.0,0.41300000000000003,0.011,0.004543
1013,whatsapp,84.42,Social,2024-01-10,,,screen_time_app_usage,0.18,0.25326,0.222,0.05622372
1094,facebook,6.95,Social,2024-01-10,,,screen_time_app_usage,0.3,0.034749999999999996,0.222,0.007714499999999999
1044,youtube,73.77,Entertainment,2024-01-10,,,screen_time_app_usage,3.0,3.6885,0.066,0.243441
1047,twitter,5.37,Social,2024-01-10,,,screen_time_app_usage,0.2,0.017900000000000003,0.066,0.0011814000000000002
1027,facebook,48.78,Social,2024-01-10,,,screen_time_app_usage,0.3,0.2439,0.222,0.0541458
1039,tiktok,11.76,Entertainment,2024-01-10,,,screen_time_app_usage,1.28,0.25088,0.09,0.022579199999999997
1099,facebook,64.89,Social,2024-01-10,,,screen_time_app_usage,0.3,0.32444999999999996,0.222,0.07202789999999999
1085,snapchat,9.01,Social,2024-01-10,,,screen_time_app_usage,0.6,0.0901,0.037,0.0033336999999999998
1014,instagram,134.82,Social,2024-01-10,,,screen_time_app_usage,0.72,1.61784,0.222,0.35916048
1094,twitter,18.55,Social,2024-01-10,,,screen_time_app_usage,0.2,0.06183333333333334,0.066,0.004081
1022,facebook,124.84,Social,2024-01-10,,,screen_time_app_usage,0.3,0.6242,0.222,0.13857239999999998
1038,netflix,141.37,Entertainment,2024-01-10,,,screen_time_app_usage,3.0,7.0685,0.011,0.0777535
1014,twitter,20.02,Social,2024-01-10,,,screen_time_app_usage,0.2,0.06673333333333334,0.066,0.0044044
1044,facebook,2.81,Social,2024-01-10,,,screen_time_app_usage,0.3,0.01405,0.222,0.0031191
1005,netflix,38.99,Entertainment,2024-01-10,,,screen_time_app_usage,3.0,1.9495,0.011,0.0214445
1029,instagram,20.53,Social,2024-01-10,,,screen_time_app_usage,0.72,0.24636000000000002,0.222,0.054691920000000005
1013,tiktok,9.98,Entertainment,2024-01-10,,,screen_time_app_usage,1.28,0.21290666666666666,0.09,0.019161599999999997
1014,netflix,26.57,Entertainment,2024-01-10,,,screen_time_app_usage,3.0,1.3285000000000002,0.011,0.014613500000000001
1004,snapchat,15.95,Social,2024-01-11,,,screen_time_app_usage,0.6,0.15949999999999998,0.037,0.005901499999999999
1072,netflix,11.42,Entertainment,2024-01-11,,,screen_time_app_usage,3.0,0.571,0.011,0.006280999999999999
1034,snapchat,21.78,Social,2024-01-11,,,screen_time_app_usage,0.6,0.2178,0.037,0.008058599999999999
1053,facebook,35.4,Social,2024-01-11,,,screen_time_app_usage,0.3,0.177,0.222,0.039293999999999996
1014,netflix,5.83,Entertainment,2024-01-11,,,screen_time_app_usage,3.0,0.29150000000000004,0.011,0.0032065
1046,youtube,5.94,Entertainment,2024-01-11,,,screen_time_app_usage,3.0,0.297,0.066,0.019602
1079,tiktok,10.89,Entertainment,2024-01-11,,,screen_time_app_usage,1.28,0.23232000000000003,0.09,0.0209088
1081,tiktok,27.09,Entertainment,2024-01-11,,,screen_time_app_usage,1.28,0.5779200000000001,0.09,0.052012800000000005
1072,twitter,2.96,Social,2024-01-11,,,screen_time_app_usage,0.2,0.009866666666666666,0.066,0.0006512
1021,snapchat,56.89,Social,2024-01-11,,,screen_time_app_usage,0.6,0.5689,0.037,0.021049299999999996
1011,facebook,9.2,Social,2024-01-11,,,screen_time_app_usage,0.3,0.046,0.222,0.010212
1025,tiktok,82.22,Entertainment,2024-01-11,,,screen_time_app_usage,1.28,1.7540266666666668,0.09,0.1578624
1058,facebook,6.24,Social,2024-01-12,,,screen_time_app_usage,0.3,0.0312,0.222,0.0069264
1077,netflix,35.91,Entertainment,2024-01-12,,,screen_time_app_usage,3.0,1.7954999999999999,0.011,0.019750499999999997
1082,whatsapp,14.68,Social,2024-01-12,,,screen_time_app_usage,0.18,0.044039999999999996,0.222,0.00977688
1087,netflix,23.33,Entertainment,2024-01-12,,,screen_time_app_usage,3.0,1.1664999999999999,0.011,0.012831499999999997
1097,facebook,39.25,Social,2024-01-12,,,screen_time_app_usage,0.3,0.19625,0.222,0.0435675
1001,whatsapp,90.06,Social,2024-01-12,,,screen_time_app_usage,0.18,0.27018,0.222,0.05997996
1073,twitter,6.19,Social,2024-01-12,,,screen_time_app_usage,0.2,0.020633333333333337,0.066,0.0013618000000000002
1048,instagram,25.58,Social,2024-01-12,,,screen_time_app_usage,0.72,0.30695999999999996,0.222,0.06814511999999999
1046,netflix,11.19,Entertainment,2024-01-12,,,screen_time_app_usage,3.0,0.5595,0.011,0.006154499999999999
1043,netflix,79.17,Entertainment,2024-01-12,,,screen_time_app_usage,3.0,3.9585,0.011,0.0435435
1092,youtube,36.27,Entertainment,2024-01-12,,,screen_time_app_usage,3.0,1.8135000000000001,0.066,0.11969100000000002
1033,facebook,10.76,Social,2024-01-13,,,screen_time_app_usage,0.3,0.053799999999999994,0.222,0.011943599999999999
1062,youtube,22.1,Entertainment,2024-01-13,,,screen_time_app_usage,3.0,1.1050000000000002,0.066,0.07293000000000002
1078,facebook,5.27,Social,2024-01-13,,,screen_time_app_usage,0.3,0.026349999999999995,0.222,0.005849699999999999
1096,netflix,3.35,Entertainment,2024-01-13,,,screen_time_app_usage,3.0,0.1675,0.011,0.0018425
1009,whatsapp,26.57,Social,2024-01-13,,,screen_time_app_usage,0.18,0.07970999999999999,0.222,0.01769562
1008,whatsapp,11.81,Social,2024-01-13,,,screen_time_app_usage,0.18,0.035429999999999996,0.222,0.00786546
1009,instagram,32.82,Social,2024-01-13,,,screen_time_app_usage,0.72,0.39383999999999997,0.222,0.08743247999999999
1015,whatsapp,24.92,Social,2024-01-13,,,screen_time_app_usage,0.18,0.07476,0.222,0.01659672
1084,youtube,43.53,Entertainment,2024-01-13,,,screen_time_app_usage,3.0,2.1765,0.066,0.143649
1040,snapchat,142.66,Social,2024-01-13,,,screen_time_app_usage,0.6,1.4265999999999999,0.037,0.05278419999999999
1077,youtube,16.76,Entertainment,2024-01-14,,,screen_time_app_usage,3.0,0.838,0.066,0.055308
1093,whatsapp,95.03,Social,2024-01-14,,,screen_time_app_usage,0.18,0.28509,0.222,0.06328998000000001
1083,whatsapp,24.16,Social,2024-01-14,,,screen_time_app_usage,0.18,0.07248,0.222,0.01609056
1066,netflix,17.37,Entertainment,2024-01-14,,,screen_time_app_usage,3.0,0.8684999999999999,0.011,0.0095535
1080,tiktok,27.93,Entertainment,2024-01-14,,,screen_time_app_usage,1.28,0.59584,0.09,0.0536256
1092,instagram,4.36,Social,2024-01-14,,,screen_time_app_usage,0.72,0.052320000000000005,0.222,0.011615040000000002
1045,snapchat,9.66,Social,2024-01-14,,,screen_time_app_usage,0.6,0.0966,0.037,0.0035742
1093,facebook,26.4,Social,2024-01-14,,,screen_time_app_usage,0.3,0.13199999999999998,0.222,0.029303999999999997
1094,whatsapp,11.63,Social,2024-01-14,,,screen_time_app_usage,0.18,0.03489,0.222,0.007745579999999999
1037,youtube,4.27,Entertainment,2024-01-14,,,screen_time_app_usage,3.0,0.21349999999999997,0.066,0.014091
1061,netflix,39.33,Entertainment,2024-01-14,,,screen_time_app_usage,3.0,1.9665,0.011,0.021631499999999998
1035,facebook,48.28,Social,2024-01-14,,,screen_time_app_usage,0.3,0.2414,0.222,0.0535908
1077,facebook,25.72,Social,2024-01-14,,,screen_time_app_usage,0.3,0.1286,0.222,0.0285492
1092,whatsapp,7.23,Social,2024-01-15,,,screen_time_app_usage,0.18,0.02169,0.222,0.0048151800000000005
1011,facebook,21.11,Social,2024-01-15,,,screen_time_app_usage,0.3,0.10554999999999999,0.222,0.023432099999999997
1093,facebook,31.42,Social,2024-01-15,,,screen_time_app_usage,0.3,0.1571,0.222,0.034876199999999996
1078,snapchat,8.08,Social,2024-01-15,,,screen_time_app_usage,0.6,0.0808,0.037,0.0029896
1022,twitter,10.66,Social,2024-01-15,,,screen_time_app_usage,0.2,0.03553333333333333,0.066,0.0023452
1060,youtube,80.49,Entertainment,2024-01-15,,,screen_time_app_usage,3.0,4.0245,0.066,0.265617
1051,snapchat,25.18,Social,2024-01-15,,,screen_time_app_usage,0.6,0.25179999999999997,0.037,0.009316599999999998
1054,facebook,17.79,Social,2024-01-15,,,screen_time_app_usage,0.3,0.08895,0.222,0.0197469
1074,facebook,46.7,Social,2024-01-15,,,screen_time_app_usage,0.3,0.23349999999999999,0.222,0.051836999999999994
1042,twitter,51.78,Social,2024-01-15,,,screen_time_app_usage,0.2,0.17260000000000003,0.066,0.011391600000000003
1023,instagram,14.96,Social,2024-01-15,,,screen_time_app_usage,0.72,0.17952,0.222,0.039853440000000004
1089,netflix,14.09,Entertainment,2024-01-15,,,screen_time_app_usage,3.0,0.7044999999999999,0.011,0.007749499999999999
1086,instagram,41.29,Social,2024-01-15,,,screen_time_app_usage,0.72,0.49548,0.222,0.10999656
1096,twitter,86.34,Social,2024-01-15,,,screen_time_app_usage,0.2,0.2878,0.066,0.0189948
1073,facebook,18.54,Social,2024-01-15,,,screen_time_app_usage,0.3,0.09269999999999999,0.222,0.020579399999999998
1060,whatsapp,136.67,Social,2024-01-15,,,screen_time_app_usage,0.18,0.41000999999999993,0.222,0.09102221999999999
1036,youtube,10.04,Entertainment,2024-01-16,,,screen_time_app_usage,3.0,0.502,0.066,0.033132
1034,whatsapp,19.08,Social,2024-01-16,,,screen_time_app_usage,0.18,0.05723999999999999,0.222,0.012707279999999998
1056,facebook,29.71,Social,2024-01-16,,,screen_time_app_usage,0.3,0.14855000000000002,0.222,0.0329781
1050,snapchat,46.68,Social,2024-01-16,,,screen_time_app_usage,0.6,0.4668,0.037,0.017271599999999998
1021,facebook,62.49,Social,2024-01-16,,,screen_time_app_usage,0.3,0.31245,0.222,0.0693639
1048,snapchat,44.88,Social,2024-01-16,,,screen_time_app_usage,0.6,0.44880000000000003,0.037,0.0166056
1067,netflix,44.47,Entertainment,2024-01-16,,,screen_time_app_usage,3.0,2.2235,0.011,0.024458499999999998
1050,whatsapp,3.36,Social,2024-01-16,,,screen_time_app_usage,0.18,0.01008,0.222,0.00223776
1096,whatsapp,4.24,Social,2024-01-16,,,screen_time_app_usage,0.18,0.01272,0.222,0.00282384
1035,facebook,49.03,Social,2024-01-16,,,screen_time_app_usage,0.3,0.24515,0.222,0.0544233
1085,instagram,173.86,Social,2024-01-16,,,screen_time_app_usage,0.72,2.08632,0.222,0.46316304
1041,tiktok,4.31,Entertainment,2024-01-16,,,screen_time_app_usage,1.28,0.09194666666666666,0.09,0.0082752
1006,twitter,9.19,Social,2024-01-16,,,screen_time_app_usage,0.2,0.030633333333333335,0.066,0.0020218000000000002
1069,twitter,12.96,Social,2024-01-16,,,screen_time_app_usage,0.2,0.04320000000000001,0.066,0.0028512000000000008
1073,tiktok,20.21,Entertainment,2024-01-16,,,screen_time_app_usage,1.28,0.4311466666666667,0.09,0.0388032
1012,facebook,18.99,Social,2024-01-16,,,screen_time_app_usage,0.3,0.09494999999999999,0.222,0.021078899999999998
1054,facebook,51.29,Social,2024-01-16,,,screen_time_app_usage,0.3,0.25644999999999996,0.222,0.056931899999999994
1086,snapchat,36.4,Social,2024-01-17,,,screen_time_app_usage,0.6,0.364,0.037,0.013467999999999999
1080,youtube,138.13,Entertainment,2024-01-17,,,screen_time_app_usage,3.0,6.906499999999999,0.066,0.455829
1085,facebook,1.87,Social,2024-01-17,,,screen_time_app_usage,0.3,0.00935,0.222,0.0020757
1091,snapchat,3.55,Social,2024-01-17,,,screen_time_app_usage,0.6,0.0355,0.037,0.0013134999999999998
1048,instagram,17.74,Social,2024-01-17,,,screen_time_app_usage,0.72,0.21287999999999999,0.222,0.04725936
1078,youtube,3.78,Entertainment,2024-01-17,,,screen_time_app_usage,3.0,0.189,0.066,0.012474
1016,twitter,40.84,Social,2024-01-17,,,screen_time_app_usage,0.2,0.13613333333333336,0.066,0.008984800000000001
1069,instagram,12.98,Social,2024-01-17,,,screen_time_app_usage,0.72,0.15575999999999998,0.222,0.03457871999999999
1039,snapchat,6.19,Social,2024-01-17,,,screen_time_app_usage,0.6,0.0619,0.037,0.0022903
1013,whatsapp,21.29,Social,2024-01-17,,,screen_time_app_usage,0.18,0.06387,0.222,0.01417914
1013,instagram,32.52,Social,2024-01-17,,,screen_time_app_usage,0.72,0.39024000000000003,0.222,0.08663328000000001
1067,instagram,4.94,Social,2024-01-17,,,screen_time_app_usage,0.72,0.05928,0.222,0.01316016
1078,facebook,15.89,Social,2024-01-17,,,screen_time_app_usage,0.3,0.07945,0.222,0.0176379
1006,instagram,24.41,Social,2024-01-18,,,screen_time_app_usage,0.72,0.29291999999999996,0.222,0.06502823999999999
1034,instagram,10.01,Social,2024-01-18,,,screen_time_app_usage,0.72,0.12011999999999999,0.222,0.02666664
1038,netflix,7.01,Entertainment,2024-01-18,,,screen_time_app_usage,3.0,0.35050000000000003,0.011,0.0038555
1088,netflix,14.6,Entertainment,2024-01-18,,,screen_time_app_usage,3.0,0.73,0.011,0.008029999999999999
1080,facebook,58.51,Social,2024-01-18,,,screen_time_app_usage,0.3,0.29255,0.222,0.06494609999999999
1053,facebook,8.25,Social,2024-01-18,,,screen_time_app_usage,0.3,0.04125,0.222,0.0091575
1020,instagram,12.01,Social,2024-01-18,,,screen_time_app_usage,0.72,0.14412,0.222,0.03199464
1030,facebook,3.98,Social,2024-01-18,,,screen_time_app_usage,0.3,0.019899999999999998,0.222,0.0044177999999999995
1022,twitter,15.45,Social,2024-01-18,,,screen_time_app_usage,0.2,0.0515,0.066,0.003399
1043,youtube,46.19,Entertainment,2024-01-18,,,screen_time_app_usage,3.0,2.3095,0.066,0.152427
1015,whatsapp,16.6,Social,2024-01-18,,,screen_time_app_usage,0.18,0.0498,0.222,0.011055599999999999
1096,youtube,64.94,Entertainment,2024-01-18,,,screen_time_app_usage,3.0,3.247,0.066,0.214302
1002,snapchat,1.65,Social,2024-01-18,,,screen_time_app_usage,0.6,0.016499999999999997,0.037,0.0006104999999999998
1039,snapchat,0.09,Social,2024-01-19,,,screen_time_app_usage,0.6,0.0009,0.037,3.3299999999999996e-05
